"datetime","main.aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2023-11-22 03:04:54+08:00",2.0,494.0,0.0,9.0,28.61,3.55,16.36,21.84,13.81,123.6333,10.3833,"2023-11-22 03:04:54.355783+08:00","Toledo City"
"2023-11-22 03:04:55+08:00",1.0,277.04,0.0,2.51,52.21,0.31,5.23,10.03,1.76,121.7269,17.6131,"2023-11-22 03:04:56.150262+08:00","Tuguegarao"
"2023-11-22 03:04:58+08:00",2.0,720.98,0.0,18.17,24.32,2.06,21.09,26.3,6.71,120.5711,15.9761,"2023-11-22 03:04:58.804289+08:00","Urdaneta"
"2023-11-22 03:05:00+08:00",2.0,527.38,0.0,8.48,15.38,1.45,15.31,17.51,8.87,124.5725,11.1089,"2023-11-22 03:05:00.849484+08:00","Valencia"
"2023-11-22 03:05:02+08:00",1.0,417.23,0.0,7.11,57.94,3.22,8.05,15.03,5.32,120.9667,14.7,"2023-11-22 03:05:02.652481+08:00","Valenzuela"
"2023-11-22 03:05:04+08:00",1.0,233.65,0.0,0.84,56.51,1.09,4.34,4.76,0.28,123.0778,10.9,"2023-11-22 03:05:04.964087+08:00","Victorias"
"2023-11-22 03:05:06+08:00",2.0,230.31,0.0,0.83,72.96,0.23,2.34,4.87,1.03,120.3869,17.5747,"2023-11-22 03:05:06.425566+08:00","Vigan"
"2023-11-22 03:05:07+08:00",1.0,333.79,0.0,2.72,30.04,0.92,4.72,5.33,4.5,122.0696,6.9135,"2023-11-22 03:05:08.061268+08:00","Zamboanga City"
"2023-11-22 06:00:01+08:00",1.0,390.53,0.0,5.36,49.35,2.24,7.96,9.95,5.13,119.9811,16.1561,"2023-11-22 06:00:01.484054+08:00","Alaminos"
"2023-11-22 06:00:11+08:00",1.0,347.14,0.0,3.56,40.05,0.57,7.88,10.15,2.28,120.5833,15.15,"2023-11-22 06:00:11.442282+08:00","Angeles City"
"2023-11-22 06:00:19+08:00",1.0,357.15,0.0,4.07,31.47,0.56,6.72,8.45,2.38,121.19,15.6181,"2023-11-22 06:00:19.272916+08:00","Antipolo"
"2023-11-22 06:00:22+08:00",1.0,220.3,0.0,1.78,53.64,1.58,3.56,3.71,0.46,123.5085,12.2285,"2023-11-22 06:00:25.156819+08:00","Bacolod"
"2023-11-22 06:00:28+08:00",2.0,507.36,0.0,14.05,53.64,6.2,11.97,22.27,4.62,120.929,14.459000000000001,"2023-11-22 06:00:29.968356+08:00","Bacoor"
"2023-11-22 06:00:31+08:00",1.0,280.38,0.0,2.79,49.35,1.57,6.16,7.3,1.52,122.8333,10.5333,"2023-11-22 06:00:31.268490+08:00","Bago City"
"2023-11-22 06:00:33+08:00",1.0,300.41,0.01,3.6,17.52,1.25,7.0,8.38,3.67,120.5931,16.4164,"2023-11-22 06:00:34.178852+08:00","Baguio"
"2023-11-22 06:00:35+08:00",1.0,320.44,0.01,3.68,19.67,0.45,8.13,9.07,3.93,123.1228,9.5911,"2023-11-22 06:00:36.092093+08:00","Bais"
"2023-11-22 06:00:37+08:00",2.0,317.1,0.0,4.16,62.23,2.44,5.51,8.87,1.95,120.5361,14.6761,"2023-11-22 06:00:38.582057+08:00","Balanga"
"2023-11-22 06:00:40+08:00",2.0,223.64,0.0,0.81,75.1,0.23,2.86,5.13,0.85,120.5649,18.0554,"2023-11-22 06:00:41.312793+08:00","Batac City"
"2023-11-22 06:00:42+08:00",1.0,293.73,0.0,9.85,52.93,6.44,5.54,11.31,3.9,121.05,13.75,"2023-11-22 06:00:43.009055+08:00","Batangas City"
"2023-11-22 06:00:45+08:00",1.0,337.12,0.01,3.77,16.63,0.42,9.87,10.77,2.63,122.8011,9.3636,"2023-11-22 06:00:45.480708+08:00","Bayawan"
"2023-11-22 06:00:47+08:00",2.0,213.62,0.0,0.37,75.1,6.32,3.55,5.13,0.09,123.7135,13.4083,"2023-11-22 06:00:48.075597+08:00","Baybay"
"2023-11-22 06:00:49+08:00",1.0,307.08,0.11,3.64,1.81,0.86,8.77,9.57,1.49,125.7675,8.7561,"2023-11-22 06:00:50.085982+08:00","Bayugan"
"2023-11-22 06:00:51+08:00",2.0,734.33,0.08,20.22,5.68,1.1,19.06,21.51,2.85,125.0336,11.0725,"2023-11-22 06:00:51.441139+08:00","Bislig"
"2023-11-22 06:00:52+08:00",2.0,333.79,0.0,11.65,73.67,14.07,5.78,11.8,4.18,121.0807,14.3427,"2023-11-22 06:00:52.911112+08:00","Biñan"
"2023-11-22 06:00:54+08:00",1.0,357.15,0.0,5.18,27.18,2.15,7.97,8.87,2.06,124.0055,11.0517,"2023-11-22 06:00:54.680910+08:00","Bogo"
"2023-11-22 06:00:56+08:00",1.0,206.95,0.01,1.34,19.31,0.33,3.1,3.75,0.61,125.4319,11.6081,"2023-11-22 06:00:56.637043+08:00","Borongan"
"2023-11-22 06:00:58+08:00",1.0,293.73,0.0,2.27,9.57,0.39,5.94,6.48,1.12,125.5436,8.9492,"2023-11-22 06:00:58.284461+08:00","Butuan"
"2023-11-22 06:00:59+08:00",1.0,300.41,0.0,2.64,8.23,0.41,5.32,5.99,1.47,125.5344,9.1236,"2023-11-22 06:00:59.897222+08:00","Cabadbaran"
"2023-11-22 06:01:01+08:00",2.0,460.63,0.0,6.77,27.9,0.97,10.0,12.27,4.18,120.9667,15.4833,"2023-11-22 06:01:01.325192+08:00","Cabanatuan City"
"2023-11-22 06:01:05+08:00",2.0,333.79,0.0,11.65,73.67,14.07,5.78,11.8,4.18,121.1262,14.2726,"2023-11-22 06:01:05.717847+08:00","Cabuyao"
"2023-11-22 06:01:07+08:00",1.0,247.0,0.0,1.18,47.21,0.36,4.11,4.43,0.31,123.2856,10.9506,"2023-11-22 06:01:07.814292+08:00","Cadiz"
"2023-11-22 06:01:09+08:00",2.0,480.65,0.0,8.48,16.45,3.34,14.39,15.83,7.54,124.6472,8.4822,"2023-11-22 06:01:10.261868+08:00","Cagayan de Oro"
"2023-11-22 06:01:12+08:00",2.0,220.3,0.0,3.98,74.39,4.77,2.63,6.53,1.33,120.8133,13.9324,"2023-11-22 06:01:13.073283+08:00","Calaca"
"2023-11-22 06:01:14+08:00",2.0,333.79,0.0,11.65,73.67,14.07,5.78,11.8,4.18,121.1653,14.2117,"2023-11-22 06:01:15.216403+08:00","Calamba"
"2023-11-22 06:01:17+08:00",2.0,220.3,0.0,5.31,77.96,5.78,3.24,7.28,0.19,121.1803,13.4117,"2023-11-22 06:01:17.784928+08:00","Calapan"
"2023-11-22 06:01:19+08:00",1.0,243.66,0.0,1.37,25.39,4.41,6.96,7.64,0.5,124.6,12.0667,"2023-11-22 06:01:19.906406+08:00","Calbayog City"
"2023-11-22 06:01:22+08:00",2.0,494.0,0.0,9.6,45.42,3.58,10.44,17.86,5.38,120.9667,14.65,"2023-11-22 06:01:22.509278+08:00","Caloocan City"
"2023-11-22 06:01:24+08:00",1.0,307.08,0.0,3.86,22.89,0.71,5.29,6.86,5.19,120.4517,17.1947,"2023-11-22 06:01:25.157392+08:00","Candon"
"2023-11-22 06:01:26+08:00",2.0,674.25,0.07,17.65,13.23,2.59,23.74,26.18,25.59,123.1964,10.3864,"2023-11-22 06:01:27.048036+08:00","Canlaon"
"2023-11-22 06:01:28+08:00",2.0,403.88,0.0,13.02,33.62,7.75,17.41,22.0,12.03,123.6402,10.1061,"2023-11-22 06:01:28.877440+08:00","Carcar"
"2023-11-22 06:01:34+08:00",2.0,333.79,0.0,11.65,73.67,14.07,5.78,11.8,4.18,121.0576,14.3132,"2023-11-22 06:01:34.860920+08:00","Carmona"
"2023-11-22 06:01:36+08:00",1.0,257.02,0.0,1.76,26.46,0.81,4.41,5.02,2.09,124.8861,11.7753,"2023-11-22 06:01:36.890667+08:00","Catbalogan"
"2023-11-22 06:01:38+08:00",1.0,273.71,0.0,2.53,46.49,0.31,5.31,10.31,3.45,121.7725,16.9347,"2023-11-22 06:01:39.051722+08:00","Cauayan"
"2023-11-22 06:01:41+08:00",2.0,507.36,0.0,14.05,53.64,6.2,11.97,22.27,4.62,120.9169,14.4825,"2023-11-22 06:01:41.850123+08:00","Cavite City"
"2023-11-22 06:01:43+08:00",3.0,674.25,0.0,19.36,24.68,12.16,27.37,32.22,25.08,123.8907,10.3167,"2023-11-22 06:01:44.268019+08:00","Cebu City"
"2023-11-22 06:01:46+08:00",2.0,540.73,0.0,17.14,38.62,10.25,13.05,22.97,6.59,121.1,14.6333,"2023-11-22 06:01:46.715731+08:00","City of Marikina"
"2023-11-22 06:01:49+08:00",1.0,220.3,0.0,1.78,53.64,1.58,3.56,3.71,0.46,123.5833,12.3333,"2023-11-22 06:01:49.312840+08:00","City of Masbate"
"2023-11-22 06:01:50+08:00",1.0,320.44,0.0,3.77,38.62,0.83,5.82,6.57,2.06,122.65,11.15,"2023-11-22 06:01:51.129002+08:00","City of Passi"
"2023-11-22 06:01:53+08:00",2.0,220.3,0.0,1.03,61.51,4.59,3.71,4.07,0.55,123.9833,12.9833,"2023-11-22 06:01:53.580958+08:00","City of Sorsogon"
"2023-11-22 06:01:56+08:00",2.0,494.0,0.01,4.11,9.48,0.39,12.69,13.61,2.34,124.2464,7.2236,"2023-11-22 06:01:57.393463+08:00","Cotabato"
"2023-11-22 06:01:59+08:00",1.0,250.34,0.02,1.99,17.7,0.23,5.26,8.69,1.31,121.5047,17.7061,"2023-11-22 06:02:00.149922+08:00","Dagupan"
"2023-11-22 06:02:02+08:00",2.0,343.8,0.01,11.48,15.02,3.31,14.67,15.94,2.85,124.0272,10.5208,"2023-11-22 06:02:02.966941+08:00","Danao"
"2023-11-22 06:02:04+08:00",3.0,674.25,0.0,19.36,24.68,12.16,27.37,32.22,25.08,123.9469,10.2706,"2023-11-22 06:02:05.030740+08:00","Dapitan"
"2023-11-22 06:02:06+08:00",2.0,390.53,0.0,12.34,69.38,10.25,9.04,16.87,4.05,120.9367,14.3294,"2023-11-22 06:02:07.068589+08:00","Dasmariñas"
"2023-11-22 06:02:09+08:00",2.0,540.73,2.35,11.14,0.15,3.25,13.85,16.25,8.49,125.6128,7.0731,"2023-11-22 06:02:09.351588+08:00","Davao"
"2023-11-22 06:02:11+08:00",1.0,393.87,0.05,4.07,4.02,0.45,5.16,5.88,2.12,125.3572,6.7497,"2023-11-22 06:02:11.877380+08:00","Digos"
"2023-11-22 06:02:13+08:00",1.0,270.37,0.0,1.65,34.33,0.54,1.48,1.65,1.65,123.3414,8.5894,"2023-11-22 06:02:13.686691+08:00","Dipolog"
"2023-11-22 06:02:15+08:00",1.0,260.35,0.0,4.63,37.55,1.4,3.41,4.05,4.88,123.3081,9.3103,"2023-11-22 06:02:15.810575+08:00","Dumaguete"
"2023-11-22 06:02:18+08:00",1.0,373.84,0.0,3.0,24.68,0.4,7.68,8.2,2.72,124.5225,8.5631,"2023-11-22 06:02:18.220343+08:00","El Salvador"
"2023-11-22 06:02:19+08:00",1.0,247.0,0.0,1.5,43.63,0.67,4.58,4.88,0.02,123.4992,10.8403,"2023-11-22 06:02:20.139820+08:00","Escalante"
"2023-11-22 06:02:21+08:00",2.0,614.17,0.02,11.14,19.31,1.3,15.87,20.86,4.75,120.9464,15.3072,"2023-11-22 06:02:22.006398+08:00","Gapan"
"2023-11-22 06:02:23+08:00",2.0,527.38,0.68,6.17,0.51,0.63,14.57,15.72,4.81,125.1717,6.1128,"2023-11-22 06:02:23.315196+08:00","General Santos"
"2023-11-22 06:02:24+08:00",2.0,390.53,0.0,12.34,69.38,10.25,9.04,16.87,4.05,120.8817,14.3869,"2023-11-22 06:02:24.983980+08:00","General Trias"
"2023-11-22 06:02:26+08:00",1.0,290.39,0.0,2.59,13.05,0.25,4.16,4.49,1.41,125.1167,8.8333,"2023-11-22 06:02:26.442863+08:00","Gingoog City"
"2023-11-22 06:02:28+08:00",2.0,417.23,0.0,6.94,34.69,1.48,10.64,12.13,7.03,122.8706,10.0989,"2023-11-22 06:02:29.377897+08:00","Himamaylan"
"2023-11-22 06:02:31+08:00",2.0,420.57,0.0,6.08,36.48,0.55,10.86,16.66,3.67,121.8892,17.1485,"2023-11-22 06:02:31.496577+08:00","Ilagan"
"2023-11-22 06:02:33+08:00",2.0,520.71,0.0,13.2,11.8,6.97,18.6,20.37,3.83,124.4,8.25,"2023-11-22 06:02:33.380176+08:00","Iligan City"
"2023-11-22 06:02:35+08:00",1.0,287.06,0.0,2.57,49.35,0.61,3.1,3.44,1.44,122.55,10.75,"2023-11-22 06:02:35.278449+08:00","Iloilo City"
"2023-11-22 06:02:37+08:00",2.0,507.36,0.0,14.05,53.64,6.2,11.97,22.27,4.62,120.9367,14.4297,"2023-11-22 06:02:37.335933+08:00","Imus"
"2023-11-22 06:02:40+08:00",1.0,240.33,0.0,1.61,55.08,6.56,4.12,5.62,1.01,123.4167,13.4167,"2023-11-22 06:02:40.335395+08:00","Iriga City"
"2023-11-22 06:02:42+08:00",1.0,367.17,0.0,6.6,45.78,1.82,9.32,10.78,5.76,122.9888,10.2048,"2023-11-22 06:02:42.371329+08:00","Isabela"
"2023-11-22 06:02:43+08:00",2.0,614.17,0.07,14.05,11.62,1.94,18.28,20.49,19.0,122.8122,9.9889,"2023-11-22 06:02:44.082634+08:00","Kabankalan"
"2023-11-22 06:02:46+08:00",2.0,687.6,0.29,14.22,2.48,2.18,20.09,22.6,28.12,125.0894,7.0083,"2023-11-22 06:02:46.254480+08:00","Kidapawan"
"2023-11-22 06:02:48+08:00",3.0,787.74,0.71,13.71,0.59,1.73,26.89,29.67,20.52,124.8469,6.5031,"2023-11-22 06:02:49.002314+08:00","Koronadal"
"2023-11-22 06:02:50+08:00",1.0,280.38,0.0,2.79,49.35,1.57,6.16,7.3,1.52,122.9208,10.4233,"2023-11-22 06:02:50.470581+08:00","La Carlota"
"2023-11-22 06:02:52+08:00",1.0,440.6,0.02,2.83,6.44,0.26,4.15,4.43,1.6,125.7022,6.0872,"2023-11-22 06:02:52.317336+08:00","Lamitan"
"2023-11-22 06:02:54+08:00",2.0,223.64,0.0,0.81,75.1,0.23,2.86,5.13,0.85,120.5936,18.1989,"2023-11-22 06:02:54.601539+08:00","Laoag"
"2023-11-22 06:02:56+08:00",3.0,674.25,0.0,19.36,24.68,12.16,27.37,32.22,25.08,123.9494,10.3103,"2023-11-22 06:02:57.103896+08:00","Lapu-Lapu City"
"2023-11-22 06:02:59+08:00",2.0,507.36,0.0,14.05,53.64,6.2,11.97,22.27,4.62,120.9828,14.4506,"2023-11-22 06:02:59.591957+08:00","Las Piñas"
"2023-11-22 06:03:01+08:00",1.0,236.99,0.0,1.63,49.35,8.35,4.77,5.41,0.97,123.7333,13.1333,"2023-11-22 06:03:02.724234+08:00","Legazpi City"
"2023-11-22 06:03:04+08:00",1.0,253.68,0.0,1.69,53.64,8.94,5.52,6.42,1.01,123.5325,13.2403,"2023-11-22 06:03:04.726631+08:00","Ligao"
"2023-11-22 06:03:06+08:00",2.0,226.97,0.0,2.31,80.11,2.53,2.37,6.66,1.6,121.1667,13.95,"2023-11-22 06:03:07.043476+08:00","Lipa City"
"2023-11-22 06:03:08+08:00",1.0,287.06,0.0,2.53,43.63,0.54,3.95,4.27,1.24,122.5967,10.8794,"2023-11-22 06:03:08.659630+08:00","Lucena"
"2023-11-22 06:03:10+08:00",1.0,287.06,0.0,2.53,43.63,0.54,3.95,4.27,1.24,122.4347,10.8925,"2023-11-22 06:03:10.642031+08:00","Maasin"
"2023-11-22 06:03:12+08:00",2.0,420.57,0.0,5.31,35.05,0.62,10.84,13.26,2.88,120.5736,15.2216,"2023-11-22 06:03:12.507331+08:00","Mabalacat City"
"2023-11-22 06:03:14+08:00",4.0,1949.31,16.76,40.1,0.03,28.13,72.48,97.15,11.65,121.0327,14.5503,"2023-11-22 06:03:14.879547+08:00","Makati City"
"2023-11-22 06:03:17+08:00",1.0,313.76,0.0,2.4,45.06,0.43,5.51,7.69,1.79,119.9379,15.6361,"2023-11-22 06:03:17.377889+08:00","Malabon"
"2023-11-22 06:03:19+08:00",2.0,433.92,0.26,5.57,1.63,0.53,13.32,14.51,5.83,125.0833,8.15,"2023-11-22 06:03:19.249914+08:00","Malaybalay"
"2023-11-22 06:03:21+08:00",2.0,534.06,0.0,9.68,35.41,1.76,12.76,18.38,4.31,120.8117,14.8419,"2023-11-22 06:03:21.596964+08:00","Malolos"
"2023-11-22 06:03:23+08:00",4.0,1949.31,16.76,40.1,0.03,28.13,72.48,97.15,11.65,121.0409,14.5832,"2023-11-22 06:03:24.052838+08:00","Mandaluyong City"
"2023-11-22 06:03:26+08:00",3.0,674.25,0.0,19.36,24.68,12.16,27.37,32.22,25.08,123.9333,10.3333,"2023-11-22 06:03:26.465486+08:00","Mandaue City"
"2023-11-22 06:03:27+08:00",2.0,494.0,0.0,9.6,45.42,3.58,10.44,17.86,5.38,120.9822,14.6042,"2023-11-22 06:03:28.127455+08:00","Manila"
"2023-11-22 06:03:29+08:00",2.0,680.92,0.06,17.48,9.66,2.18,21.44,25.54,42.56,124.2928,7.9986,"2023-11-22 06:03:30.250913+08:00","Marawi"
"2023-11-22 06:03:31+08:00",1.0,203.61,0.0,1.71,36.12,0.86,1.15,1.33,0.23,125.4708,9.7339,"2023-11-22 06:03:31.734113+08:00","Mati"
"2023-11-22 06:03:33+08:00",2.0,494.0,0.0,9.6,45.42,3.58,10.44,17.86,5.38,120.9608,14.7369,"2023-11-22 06:03:33.768174+08:00","Meycauayan"
"2023-11-22 06:03:35+08:00",2.0,574.11,0.03,10.03,18.24,1.28,15.69,20.49,7.35,120.9031,15.7161,"2023-11-22 06:03:35.571201+08:00","Muñoz"
"2023-11-22 06:03:37+08:00",2.0,208.62,0.0,0.42,71.53,2.24,2.67,5.28,0.26,123.1814,13.6192,"2023-11-22 06:03:38.214851+08:00","Naga"
"2023-11-22 06:03:39+08:00",2.0,494.0,0.0,9.6,45.42,3.58,10.44,17.86,5.38,120.95,14.6667,"2023-11-22 06:03:39.967464+08:00","Navotas"
"2023-11-22 06:03:41+08:00",1.0,317.1,0.0,3.21,26.82,0.63,7.69,10.29,1.2,120.2828,14.8292,"2023-11-22 06:03:41.815372+08:00","Olongapo"
"2023-11-22 06:03:43+08:00",2.0,494.0,0.0,8.57,19.85,1.68,13.41,15.48,13.55,124.6075,11.0064,"2023-11-22 06:03:43.615097+08:00","Ormoc"
"2023-11-22 06:03:44+08:00",1.0,373.84,0.0,4.71,16.99,0.47,3.49,4.37,5.45,123.8044,8.4858,"2023-11-22 06:03:45.134389+08:00","Oroquieta"
"2023-11-22 06:03:46+08:00",1.0,400.54,0.01,7.37,15.91,1.48,7.03,8.47,13.3,123.8333,8.15,"2023-11-22 06:03:46.692629+08:00","Ozamiz City"
"2023-11-22 06:03:48+08:00",1.0,370.5,0.35,3.56,3.22,0.49,5.79,6.6,4.31,123.43700000000001,7.8257,"2023-11-22 06:03:48.887943+08:00","Pagadian"
"2023-11-22 06:03:50+08:00",1.0,453.95,0.01,7.28,23.25,1.0,9.2,10.79,4.12,121.0833,15.55,"2023-11-22 06:03:50.632831+08:00","Palayan City"
"2023-11-22 06:03:53+08:00",2.0,397.21,0.29,4.11,1.77,0.8,10.48,12.27,3.23,125.6842,7.3081,"2023-11-22 06:03:53.343501+08:00","Panabo"
"2023-11-22 06:03:54+08:00",4.0,1949.31,16.76,40.1,0.03,28.13,72.48,97.15,11.65,121.0175,14.4816,"2023-11-22 06:03:55.110647+08:00","Paranaque City"
"2023-11-22 06:03:56+08:00",4.0,1949.31,16.76,40.1,0.03,28.13,72.48,97.15,11.65,121.065,14.587,"2023-11-22 06:03:56.673900+08:00","Pasig"
"2023-11-22 06:03:57+08:00",1.0,213.62,0.0,1.15,52.93,0.53,2.74,3.32,0.51,118.7333,9.7333,"2023-11-22 06:03:58.185216+08:00","Puerto Princesa City"
"2023-11-22 06:03:59+08:00",2.0,540.73,0.0,17.14,38.62,10.25,13.05,22.97,6.59,121.0333,14.6333,"2023-11-22 06:04:00.138578+08:00","Quezon City"
"2023-11-22 06:04:01+08:00",1.0,253.68,0.0,1.61,58.65,0.23,4.41,9.7,1.2,121.6201,17.1189,"2023-11-22 06:04:01.480220+08:00","Roxas"
"2023-11-22 06:04:04+08:00",1.0,247.0,0.0,1.5,43.63,0.67,4.58,4.88,0.02,123.4242,10.9447,"2023-11-22 06:04:04.795631+08:00","Sagay"
"2023-11-22 06:04:06+08:00",2.0,317.1,0.0,4.16,62.23,2.44,5.51,8.87,1.95,120.5431,14.7678,"2023-11-22 06:04:08.380014+08:00","Samal"
"2023-11-22 06:04:09+08:00",2.0,460.63,0.0,6.77,27.9,0.97,10.0,12.27,4.18,120.8931,15.5448,"2023-11-22 06:04:10.192306+08:00","San Carlos"
"2023-11-22 06:04:12+08:00",2.0,357.15,0.0,3.9,53.64,1.97,11.04,14.01,2.47,120.3166,16.6159,"2023-11-22 06:04:12.790969+08:00","San Fernando"
"2023-11-22 06:04:14+08:00",2.0,433.92,0.02,8.31,17.17,1.09,12.33,16.62,11.15,121.8712,17.8927,"2023-11-22 06:04:15.123894+08:00","San Jose"
"2023-11-22 06:04:17+08:00",2.0,260.35,0.0,2.91,68.67,1.28,3.37,6.93,2.44,121.0453,14.8139,"2023-11-22 06:04:17.349466+08:00","San Jose del Monte"
"2023-11-22 06:04:19+08:00",1.0,273.71,0.0,2.4,48.64,0.35,3.73,6.23,2.63,120.4583,17.7422,"2023-11-22 06:04:19.542336+08:00","San Juan"
"2023-11-22 06:04:21+08:00",2.0,480.65,0.0,9.6,41.84,3.25,11.18,16.48,3.99,120.6197,14.9696,"2023-11-22 06:04:21.876254+08:00","San Pablo"
"2023-11-22 06:04:23+08:00",2.0,460.63,0.0,6.94,27.18,0.59,12.63,18.39,3.77,121.8833,17.2,"2023-11-22 06:04:23.848629+08:00","San Pedro"
"2023-11-22 06:04:26+08:00",2.0,460.63,0.0,6.77,27.9,0.97,10.0,12.27,4.18,120.9378,15.4238,"2023-11-22 06:04:26.239125+08:00","Santa Rosa"
"2023-11-22 06:04:27+08:00",1.0,226.97,0.0,0.91,56.51,0.24,2.47,4.78,1.39,120.4449,17.2939,"2023-11-22 06:04:27.707342+08:00","Santiago"
"2023-11-22 06:04:28+08:00",1.0,267.03,0.0,2.12,55.08,0.26,5.03,10.15,1.31,121.7645,17.3997,"2023-11-22 06:04:29.109646+08:00","Santo Tomas"
"2023-11-22 06:04:30+08:00",1.0,257.02,0.0,1.86,48.64,1.07,5.1,6.0,0.85,122.9667,10.8,"2023-11-22 06:04:30.623709+08:00","Silay City"
"2023-11-22 06:04:31+08:00",2.0,527.38,0.0,8.48,23.25,1.22,17.09,18.56,5.57,122.4042,9.7519,"2023-11-22 06:04:32.054173+08:00","Sipalay"
"2023-11-22 06:04:34+08:00",1.0,203.61,0.0,1.71,36.12,0.86,1.15,1.33,0.23,125.5,9.75,"2023-11-22 06:04:34.552080+08:00","Surigao City"
"2023-11-22 06:04:36+08:00",1.0,216.96,0.0,1.1,52.21,7.33,4.26,5.43,0.98,123.7336,13.3586,"2023-11-22 06:04:36.374839+08:00","Tabaco"
"2023-11-22 06:04:38+08:00",1.0,273.71,0.0,2.06,25.75,0.23,5.66,9.45,1.35,121.4443,17.4189,"2023-11-22 06:04:38.929588+08:00","Tabuk"
"2023-11-22 06:04:41+08:00",1.0,287.06,0.0,3.64,18.24,0.88,5.33,6.33,5.57,125.0,11.25,"2023-11-22 06:04:41.429636+08:00","Tacloban City"
"2023-11-22 06:04:42+08:00",3.0,1054.76,1.68,19.19,0.09,2.35,44.28,46.38,34.96,124.6764,6.6925,"2023-11-22 06:04:42.785825+08:00","Tacurong"
"2023-11-22 06:04:44+08:00",2.0,280.38,0.0,8.14,68.67,10.01,4.72,9.79,2.01,120.9337,14.1059,"2023-11-22 06:04:44.550494+08:00","Tagaytay City"
"2023-11-22 06:04:46+08:00",4.0,1949.31,16.76,40.1,0.03,28.13,72.48,97.15,11.65,121.0792,14.5243,"2023-11-22 06:04:46.875652+08:00","Taguig"
"2023-11-22 06:04:49+08:00",2.0,203.61,0.0,0.27,77.25,0.26,2.59,7.6,0.09,122.9226,14.1343,"2023-11-22 06:04:49.415481+08:00","Talisay"
"2023-11-22 06:04:51+08:00",2.0,250.34,0.0,6.77,73.67,9.3,3.39,8.2,1.81,121.1498,14.0863,"2023-11-22 06:04:51.381292+08:00","Tanauan"
"2023-11-22 06:04:52+08:00",1.0,293.73,0.0,2.14,6.71,0.6,5.57,6.3,5.32,126.1986,9.0783,"2023-11-22 06:04:53.114210+08:00","Tandag"
"2023-11-22 06:04:54+08:00",1.0,257.02,0.0,1.86,48.64,1.07,5.1,6.0,0.85,122.9306,10.6339,"2023-11-22 06:04:54.683243+08:00","Tangub"
"2023-11-22 06:04:56+08:00",1.0,320.44,0.01,3.68,19.67,0.45,8.13,9.07,3.93,123.1583,9.5153,"2023-11-22 06:04:57.185760+08:00","Tanjay"
"2023-11-22 06:04:58+08:00",2.0,560.76,0.01,9.51,25.75,1.18,16.55,21.16,7.92,120.5986,15.4889,"2023-11-22 06:04:58.542449+08:00","Tarlac City"
"2023-11-22 06:05:00+08:00",2.0,213.62,0.0,1.31,81.54,1.4,2.09,5.11,0.51,121.5911,14.0289,"2023-11-22 06:05:00.834904+08:00","Tayabas"
"2023-11-22 06:05:03+08:00",2.0,467.3,0.0,8.65,34.33,3.82,15.71,21.22,14.06,123.6333,10.3833,"2023-11-22 06:05:03.272210+08:00","Toledo City"
"2023-11-22 06:05:05+08:00",1.0,293.73,0.0,2.83,37.19,0.32,6.46,10.71,1.85,121.7269,17.6131,"2023-11-22 06:05:05.875323+08:00","Tuguegarao"
"2023-11-22 06:05:07+08:00",3.0,801.09,0.03,18.85,17.7,2.15,25.9,31.03,6.71,120.5711,15.9761,"2023-11-22 06:05:07.862789+08:00","Urdaneta"
"2023-11-22 06:05:09+08:00",2.0,494.0,0.01,7.03,16.63,1.19,12.98,14.59,8.11,124.5725,11.1089,"2023-11-22 06:05:09.617506+08:00","Valencia"
"2023-11-22 06:05:11+08:00",2.0,494.0,0.0,9.6,45.42,3.58,10.44,17.86,5.38,120.9667,14.7,"2023-11-22 06:05:11.649933+08:00","Valenzuela"
"2023-11-22 06:05:14+08:00",1.0,243.66,0.0,1.02,50.78,0.81,4.58,4.91,0.3,123.0778,10.9,"2023-11-22 06:05:14.368837+08:00","Victorias"
"2023-11-22 06:05:15+08:00",2.0,233.65,0.0,0.89,71.53,0.25,2.25,4.83,1.16,120.3869,17.5747,"2023-11-22 06:05:16.067818+08:00","Vigan"
"2023-11-22 06:05:17+08:00",1.0,307.08,0.05,2.23,11.36,0.54,3.46,3.91,1.96,122.0696,6.9135,"2023-11-22 06:05:17.863010+08:00","Zamboanga City"
"2023-11-22 09:00:01+08:00",2.0,373.84,0.78,4.88,71.53,5.07,9.19,11.53,4.5,119.9811,16.1561,"2023-11-22 09:00:01.352672+08:00","Alaminos"
"2023-11-22 09:00:04+08:00",1.0,343.8,0.45,2.53,54.36,1.4,7.57,9.79,3.61,120.5833,15.15,"2023-11-22 09:00:05.371398+08:00","Angeles City"
"2023-11-22 09:00:08+08:00",1.0,287.06,0.24,1.8,57.94,0.51,4.18,6.1,1.52,121.19,15.6181,"2023-11-22 09:00:08.796331+08:00","Antipolo"
"2023-11-22 09:00:11+08:00",1.0,220.3,0.03,1.69,55.08,2.06,4.19,4.39,0.44,123.5085,12.2285,"2023-11-22 09:00:12.099261+08:00","Bacolod"
"2023-11-22 09:00:17+08:00",2.0,547.41,1.87,12.34,74.39,7.75,13.66,31.59,5.83,120.929,14.459000000000001,"2023-11-22 09:00:17.742038+08:00","Bacoor"
